item,itemLabel
http://www.wikidata.org/entity/Q1517550,UCI Women's Road World Cup
http://www.wikidata.org/entity/Q1520223,constitutional republic
http://www.wikidata.org/entity/Q1520214,reappropriation
http://www.wikidata.org/entity/Q1547289,Luther city
http://www.wikidata.org/entity/Q1577547,revenue house
http://www.wikidata.org/entity/Q436240,ancient language
http://www.wikidata.org/entity/Q393351,aggregator
http://www.wikidata.org/entity/Q424370,polyolefin
http://www.wikidata.org/entity/Q428019,UCI Road World Rankings
http://www.wikidata.org/entity/Q431102,live television
http://www.wikidata.org/entity/Q1571836,social environment
http://www.wikidata.org/entity/Q445396,print room
http://www.wikidata.org/entity/Q1499602,nonce
http://www.wikidata.org/entity/Q1505018,National Book Critics Circle Award
http://www.wikidata.org/entity/Q1521512,national epic
http://www.wikidata.org/entity/Q1536372,census division of Ontario
http://www.wikidata.org/entity/Q1561361,dance studio
http://www.wikidata.org/entity/Q1618549,dimensionless unit
http://www.wikidata.org/entity/Q385994,special library
http://www.wikidata.org/entity/Q395994,capital district or territory
http://www.wikidata.org/entity/Q1536607,Japan Cup
http://www.wikidata.org/entity/Q1548518,large district town
http://www.wikidata.org/entity/Q1548525,large independent city of Lower Saxony
http://www.wikidata.org/entity/Q1587812,centered decagonal number
http://www.wikidata.org/entity/Q1601740,Heroic lay
http://www.wikidata.org/entity/Q426759,League of Nations mandate
http://www.wikidata.org/entity/Q428792,European Athletics U20 Championships
http://www.wikidata.org/entity/Q1499928,Gemarkung
http://www.wikidata.org/entity/Q1501358,theophoric name
http://www.wikidata.org/entity/Q1522839,staff college
http://www.wikidata.org/entity/Q1543677,web conference
http://www.wikidata.org/entity/Q391629,Teen Choice Awards
http://www.wikidata.org/entity/Q1516079,cultural heritage ensemble
http://www.wikidata.org/entity/Q1520033,count noun
http://www.wikidata.org/entity/Q1597273,leap day
http://www.wikidata.org/entity/Q1604012,Ophir Award
http://www.wikidata.org/entity/Q1569856,lunar deity
http://www.wikidata.org/entity/Q383340,speech community
http://www.wikidata.org/entity/Q1540319,Triple Crown of Thoroughbred Racing
http://www.wikidata.org/entity/Q1542938,grand établissement
http://www.wikidata.org/entity/Q1589528,centered octagonal number
http://www.wikidata.org/entity/Q1593564,army aviation component
http://www.wikidata.org/entity/Q1620919,organized incorporated territory
http://www.wikidata.org/entity/Q380782,commander-in-chief
http://www.wikidata.org/entity/Q389959,air-raid shelter
http://www.wikidata.org/entity/Q391640,modular synthesizer
http://www.wikidata.org/entity/Q1525071,universal encyclopedia
http://www.wikidata.org/entity/Q1568650,self-publishing
http://www.wikidata.org/entity/Q1574516,photo library
http://www.wikidata.org/entity/Q1587799,centered nonagonal number
http://www.wikidata.org/entity/Q1589492,King of the Gods
http://www.wikidata.org/entity/Q1595408,climatic health resort
http://www.wikidata.org/entity/Q448801,Greater district town
http://www.wikidata.org/entity/Q1517777,historical non-fiction literary work
http://www.wikidata.org/entity/Q845392,polytechnic
http://www.wikidata.org/entity/Q1200511,Landscape
http://www.wikidata.org/entity/Q815823,business model
http://www.wikidata.org/entity/Q1643932,tabletop role-playing game
http://www.wikidata.org/entity/Q1225911,intercalation
http://www.wikidata.org/entity/Q1639634,local government area of Nigeria
http://www.wikidata.org/entity/Q1622272,university teacher
http://www.wikidata.org/entity/Q1667921,novel series
http://www.wikidata.org/entity/Q1666019,pressure group
http://www.wikidata.org/entity/Q1622062,university library
http://www.wikidata.org/entity/Q1643092,animal language
http://www.wikidata.org/entity/Q858439,presidential election
http://www.wikidata.org/entity/Q207961,shape
http://www.wikidata.org/entity/Q2003221,order of chivalry
http://www.wikidata.org/entity/Q110879422,audio work
http://www.wikidata.org/entity/Q2401485,expedition
http://www.wikidata.org/entity/Q3001412,horse race
http://www.wikidata.org/entity/Q1630626,European Team Championships
http://www.wikidata.org/entity/Q2912397,single-day road race
http://www.wikidata.org/entity/Q1824132,delivery service
http://www.wikidata.org/entity/Q3591586,"public scientific, cultural or professional establishment"
http://www.wikidata.org/entity/Q4946461,spa town
http://www.wikidata.org/entity/Q2442401,record company
http://www.wikidata.org/entity/Q7562091,development
http://www.wikidata.org/entity/Q1417728,trade name
http://www.wikidata.org/entity/Q848197,political group
http://www.wikidata.org/entity/Q294163,public institution
http://www.wikidata.org/entity/Q1663017,engineering school
http://www.wikidata.org/entity/Q986008,payment system
http://www.wikidata.org/entity/Q1241568,military cemetery
http://www.wikidata.org/entity/Q1345203,power
http://www.wikidata.org/entity/Q1651940,palette
http://www.wikidata.org/entity/Q1642639,chick
http://www.wikidata.org/entity/Q1660312,major label
http://www.wikidata.org/entity/Q1935049,military school
http://www.wikidata.org/entity/Q1641572,administrative court
http://www.wikidata.org/entity/Q11755880,residential building
http://www.wikidata.org/entity/Q15229207,sports award
http://www.wikidata.org/entity/Q4929239,data collection
http://www.wikidata.org/entity/Q18810091,census division of Canada
http://www.wikidata.org/entity/Q1636697,humanistic gymnasium
http://www.wikidata.org/entity/Q1636955,Nastro d'Argento
http://www.wikidata.org/entity/Q1642648,star rating
http://www.wikidata.org/entity/Q1665984,interdisciplinary science
http://www.wikidata.org/entity/Q2532278,representative assembly
http://www.wikidata.org/entity/Q13396669,province-level division
http://www.wikidata.org/entity/Q16735822,history museum
http://www.wikidata.org/entity/Q6418772,administrative territorial entity of  the Byzantine Empire
http://www.wikidata.org/entity/Q9580314,milieu
http://www.wikidata.org/entity/Q533309,administrative territorial entity of Norway
http://www.wikidata.org/entity/Q15243209,historic district
http://www.wikidata.org/entity/Q1649443,national Church
http://www.wikidata.org/entity/Q103834702,symbolic grave
http://www.wikidata.org/entity/Q28100974,captivity
http://www.wikidata.org/entity/Q18515478,military aviation unit
http://www.wikidata.org/entity/Q3922583,health profession
http://www.wikidata.org/entity/Q25047682,folk museum
http://www.wikidata.org/entity/Q7603708,legislature of a constituent state
http://www.wikidata.org/entity/Q327765,elections in Germany
http://www.wikidata.org/entity/Q694752,false imprisonment
http://www.wikidata.org/entity/Q1620945,historically black colleges and universities
http://www.wikidata.org/entity/Q1621657,equestrian facility
http://www.wikidata.org/entity/Q19364326,media studio facility
http://www.wikidata.org/entity/Q7574983,specific developmental disorder
http://www.wikidata.org/entity/Q380230,administrative territorial entity of Portugal
http://www.wikidata.org/entity/Q786414,UCI Road World Cup
http://www.wikidata.org/entity/Q1361144,nutrition disorder
http://www.wikidata.org/entity/Q1631154,hospitality school
http://www.wikidata.org/entity/Q42744322,urban municipality of Germany
http://www.wikidata.org/entity/Q15709879,artwork series
http://www.wikidata.org/entity/Q27030766,audio-visual archive
http://www.wikidata.org/entity/Q857984,property crime
http://www.wikidata.org/entity/Q7270,republic
http://www.wikidata.org/entity/Q7922,pedagogy
http://www.wikidata.org/entity/Q18127,record label
http://www.wikidata.org/entity/Q573,day
http://www.wikidata.org/entity/Q3957,town
http://www.wikidata.org/entity/Q18642164,functional command
http://www.wikidata.org/entity/Q37484,epic poem
http://www.wikidata.org/entity/Q22687,bank
http://www.wikidata.org/entity/Q55043,gymnasium
http://www.wikidata.org/entity/Q28640,profession
http://www.wikidata.org/entity/Q7590,transport
http://www.wikidata.org/entity/Q5292,encyclopedia
http://www.wikidata.org/entity/Q1668431,unregistered trademark
http://www.wikidata.org/entity/Q1993723,administrative territorial entity of the Ottoman Empire
http://www.wikidata.org/entity/Q6266,nation
http://www.wikidata.org/entity/Q12538685,roadshow
http://www.wikidata.org/entity/Q63433687,fatty acyl
http://www.wikidata.org/entity/Q73768821,vocational education institution
http://www.wikidata.org/entity/Q1898047,Marian devotion
http://www.wikidata.org/entity/Q80096233,information list
http://www.wikidata.org/entity/Q59163902,musical production
http://www.wikidata.org/entity/Q55070019,video game feature
http://www.wikidata.org/entity/Q65659335,property damage
http://www.wikidata.org/entity/Q156,alcohols
http://www.wikidata.org/entity/Q105044823,publisher
http://www.wikidata.org/entity/Q358,heritage site
http://www.wikidata.org/entity/Q80793969,ranked list
http://www.wikidata.org/entity/Q104649845,film organization
http://www.wikidata.org/entity/Q163829,synthesizer
http://www.wikidata.org/entity/Q656720,workshop
http://www.wikidata.org/entity/Q845436,mandate
http://www.wikidata.org/entity/Q748019,scientific society
http://www.wikidata.org/entity/Q1076486,sports venue
http://www.wikidata.org/entity/Q856234,academic library
http://www.wikidata.org/entity/Q974144,educator
http://www.wikidata.org/entity/Q1679899,Q1679899
http://www.wikidata.org/entity/Q1744376,Q1744376
http://www.wikidata.org/entity/Q1714375,game reserve
http://www.wikidata.org/entity/Q1760610,comic book
http://www.wikidata.org/entity/Q1758690,municipal police
http://www.wikidata.org/entity/Q1686959,underground infrastructure system
http://www.wikidata.org/entity/Q1679887,student protest
http://www.wikidata.org/entity/Q1762059,film production company
http://www.wikidata.org/entity/Q1711354,teen magazine
http://www.wikidata.org/entity/Q1755471,Jaffa
http://www.wikidata.org/entity/Q1759852,sculpture garden
http://www.wikidata.org/entity/Q2061186,religious order
http://www.wikidata.org/entity/Q1758037,speaker
http://www.wikidata.org/entity/Q1669338,Ortslage
http://www.wikidata.org/entity/Q2085381,publisher
http://www.wikidata.org/entity/Q1690980,group of authors
http://www.wikidata.org/entity/Q1707847,role
http://www.wikidata.org/entity/Q1744559,classification in sports
http://www.wikidata.org/entity/Q1747906,confederation
http://www.wikidata.org/entity/Q1753200,intifada
http://www.wikidata.org/entity/Q1774898,clinic
http://www.wikidata.org/entity/Q189290,military officer
http://www.wikidata.org/entity/Q1735655,Ministry of Emergency Situations
http://www.wikidata.org/entity/Q526719,ranking
http://www.wikidata.org/entity/Q160738,role-playing game
http://www.wikidata.org/entity/Q1751513,game mechanic
http://www.wikidata.org/entity/Q1684352,men's chorus
http://www.wikidata.org/entity/Q1685451,student society
http://www.wikidata.org/entity/Q7328910,art collection
http://www.wikidata.org/entity/Q6663997,local education agency
http://www.wikidata.org/entity/Q1715155,maritime college
http://www.wikidata.org/entity/Q1778235,territorial abbey
http://www.wikidata.org/entity/Q1748957,Fach
http://www.wikidata.org/entity/Q322563,vocational school
http://www.wikidata.org/entity/Q1686006,summer residence
http://www.wikidata.org/entity/Q1749269,city designated by government ordinance
http://www.wikidata.org/entity/Q1750900,Wookiee
http://www.wikidata.org/entity/Q2892050,hatchling
http://www.wikidata.org/entity/Q13235160,manufacturer
http://www.wikidata.org/entity/Q47682,administrative territorial entity of New York
http://www.wikidata.org/entity/Q96196667,organized territory of the United States
http://www.wikidata.org/entity/Q18168594,lexicon
http://www.wikidata.org/entity/Q18670161,mascot
http://www.wikidata.org/entity/Q1756157,area of law
http://www.wikidata.org/entity/Q1678432,hunting weapon
http://www.wikidata.org/entity/Q1747829,notname
http://www.wikidata.org/entity/Q2325038,state church
http://www.wikidata.org/entity/Q4284762,material flow
http://www.wikidata.org/entity/Q5589178,regime
http://www.wikidata.org/entity/Q1697305,narrative motif
http://www.wikidata.org/entity/Q1752939,independent agency of the United States government
http://www.wikidata.org/entity/Q1724017,canton of Ecuador
http://www.wikidata.org/entity/Q1725370,literary scholarship
http://www.wikidata.org/entity/Q1693153,UCI Women's Road World Rankings
http://www.wikidata.org/entity/Q1703577,magnet school
http://www.wikidata.org/entity/Q1713379,boys' school
http://www.wikidata.org/entity/Q1714800,locational surname
http://www.wikidata.org/entity/Q1767829,comprehensive university
http://www.wikidata.org/entity/Q1768043,Metropolitan Statistical Area
http://www.wikidata.org/entity/Q2315359,historical language
http://www.wikidata.org/entity/Q1684600,news magazine
http://www.wikidata.org/entity/Q1690563,FIDE title
http://www.wikidata.org/entity/Q1767348,legal kinship
http://www.wikidata.org/entity/Q1709894,journalism prize
http://www.wikidata.org/entity/Q1769139,reference library
http://www.wikidata.org/entity/Q3330995,administrative territorial entity of Nigeria
http://www.wikidata.org/entity/Q15980953,fiction series
http://www.wikidata.org/entity/Q1764062,sequencing
http://www.wikidata.org/entity/Q60170135,political alliance
http://www.wikidata.org/entity/Q20668387,didactic literature
http://www.wikidata.org/entity/Q4946305,borough in the United States
http://www.wikidata.org/entity/Q5175225,costumed character
http://www.wikidata.org/entity/Q47574,unit of measurement
http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q1755420,game demo
http://www.wikidata.org/entity/Q1743327,church college
http://www.wikidata.org/entity/Q34651,Christian Church
http://www.wikidata.org/entity/Q944537,Geisteswissenschaften
http://www.wikidata.org/entity/Q5428874,faculty member
http://www.wikidata.org/entity/Q26261757,live broadcast
http://www.wikidata.org/entity/Q25241,Vertebrata
http://www.wikidata.org/entity/Q57735705,person linked to the law
http://www.wikidata.org/entity/Q5113,birds
http://www.wikidata.org/entity/Q71574018,organooxygen compound
http://www.wikidata.org/entity/Q7174,democracy
http://www.wikidata.org/entity/Q1695502,German party political foundation
http://www.wikidata.org/entity/Q941725,specialized court
http://www.wikidata.org/entity/Q5135744,Catholic religious institution
http://www.wikidata.org/entity/Q71419357,organic hydroxy compound
http://www.wikidata.org/entity/Q99600509,organic polymer
http://www.wikidata.org/entity/Q35718073,nation in the Eurovision Song Contest
http://www.wikidata.org/entity/Q57082336,award medal
http://www.wikidata.org/entity/Q43648,hydrocarbon
http://www.wikidata.org/entity/Q1781513,position
http://www.wikidata.org/entity/Q1785071,fort
http://www.wikidata.org/entity/Q1840161,commune of Chile
http://www.wikidata.org/entity/Q1788716,military decoration
http://www.wikidata.org/entity/Q1792372,character
http://www.wikidata.org/entity/Q1857731,historic county of Wales
http://www.wikidata.org/entity/Q1802963,mansion
http://www.wikidata.org/entity/Q1785733,environmental organization
http://www.wikidata.org/entity/Q1852859,cadastral populated place in the Netherlands
http://www.wikidata.org/entity/Q1790577,planned language
http://www.wikidata.org/entity/Q1792571,art prize
http://www.wikidata.org/entity/Q1780389,special municipality association of Germany
http://www.wikidata.org/entity/Q1787111,biographical dictionary
http://www.wikidata.org/entity/Q1790360,colonial empire
http://www.wikidata.org/entity/Q1792535,art fair
http://www.wikidata.org/entity/Q1797194,arts district
http://www.wikidata.org/entity/Q1824338,music magazine
http://www.wikidata.org/entity/Q1847685,Italian Football Hall of Fame
http://www.wikidata.org/entity/Q1850936,benefit concert
http://www.wikidata.org/entity/Q1826286,religious movement
http://www.wikidata.org/entity/Q1788820,defence ministry
http://www.wikidata.org/entity/Q1789476,bibliographic database
http://www.wikidata.org/entity/Q7777573,theatrical genre
http://www.wikidata.org/entity/Q7830213,township of New Jersey
http://www.wikidata.org/entity/Q7317885,revenants in fiction
http://www.wikidata.org/entity/Q7373622,Royal Air Force station
http://www.wikidata.org/entity/Q7554349,software publisher
http://www.wikidata.org/entity/Q7864918,UK Parliamentary by-election
http://www.wikidata.org/entity/Q7777570,theatrical production
http://www.wikidata.org/entity/Q7318358,review article
http://www.wikidata.org/entity/Q1792644,art style
http://www.wikidata.org/entity/Q1782301,study
http://www.wikidata.org/entity/Q1802419,state government
http://www.wikidata.org/entity/Q1815926,effective rural municipality
http://www.wikidata.org/entity/Q7378937,rule of law
http://www.wikidata.org/entity/Q7372078,rowing club
http://www.wikidata.org/entity/Q7447785,selective school
http://www.wikidata.org/entity/Q7585305,Critics' Choice Movie Award
http://www.wikidata.org/entity/Q7841907,municipality with authorized municipal office
http://www.wikidata.org/entity/Q7858742,two-player game
http://www.wikidata.org/entity/Q7882536,non-denominational
http://www.wikidata.org/entity/Q7883019,undeclared war
http://www.wikidata.org/entity/Q1778834,koinon
http://www.wikidata.org/entity/Q1792387,Kunstgewerbemuseum
http://www.wikidata.org/entity/Q1791899,cultural magazine
http://www.wikidata.org/entity/Q1829324,architecture award
http://www.wikidata.org/entity/Q7540126,headquarters
http://www.wikidata.org/entity/Q7515636,Silurian
http://www.wikidata.org/entity/Q7840353,federally recognized Native American tribe in the United States
http://www.wikidata.org/entity/Q7574898,specialist law enforcement agency
http://www.wikidata.org/entity/Q7575652,speedster
http://www.wikidata.org/entity/Q7603893,state university in India
http://www.wikidata.org/entity/Q7625093,structure fire
http://www.wikidata.org/entity/Q7751682,serial film
http://www.wikidata.org/entity/Q7894996,university college
http://www.wikidata.org/entity/Q7950347,World Health Organization collaborating centre
http://www.wikidata.org/entity/Q1785055,list of Star Trek novels
http://www.wikidata.org/entity/Q1802587,German public state broadcaster
http://www.wikidata.org/entity/Q1802801,rural municipality of Austria
http://www.wikidata.org/entity/Q1814183,national parks of Israel
http://www.wikidata.org/entity/Q1812439,vinyl polymer
http://www.wikidata.org/entity/Q1797187,artist society
http://www.wikidata.org/entity/Q7814330,toll bridge
http://www.wikidata.org/entity/Q7380012,athletic club
http://www.wikidata.org/entity/Q7558495,solo project
http://www.wikidata.org/entity/Q7805266,time and fate deity
http://www.wikidata.org/entity/Q7830262,township of Myanmar
http://www.wikidata.org/entity/Q7940971,voluntary aided school
http://www.wikidata.org/entity/Q7410456,national police
http://www.wikidata.org/entity/Q7638697,sun grant institution
http://www.wikidata.org/entity/Q7819319,Czech municipality with expanded powers
http://www.wikidata.org/entity/Q7833701,trans bashing
http://www.wikidata.org/entity/Q1782540,railway town
http://www.wikidata.org/entity/Q1784695,Korporationsverband
http://www.wikidata.org/entity/Q7315474,Residential colleges of Yale University
http://www.wikidata.org/entity/Q7543008,small burgh
http://www.wikidata.org/entity/Q7603882,U.S. state supreme court
http://www.wikidata.org/entity/Q7631083,administrative territorial entity of Uzbekistan
http://www.wikidata.org/entity/Q7631958,subregion
http://www.wikidata.org/entity/Q7691226,teacher training college
http://www.wikidata.org/entity/Q7930612,village of New Jersey
http://www.wikidata.org/entity/Q1779527,Studentenverbindung
http://www.wikidata.org/entity/Q1815366,behavioral disorder
http://www.wikidata.org/entity/Q7533204,sixth form college
http://www.wikidata.org/entity/Q7443458,second order
http://www.wikidata.org/entity/Q7574799,special city of South Korea
http://www.wikidata.org/entity/Q7574916,specialized high schools in New York City
http://www.wikidata.org/entity/Q7796995,thought leader
http://www.wikidata.org/entity/Q7810129,title of authority
http://www.wikidata.org/entity/Q7881418,umbrella title
http://www.wikidata.org/entity/Q7892363,United States cable news
http://www.wikidata.org/entity/Q7897276,unparished area
http://www.wikidata.org/entity/Q7940973,voluntary controlled school
http://www.wikidata.org/entity/Q1779587,column krater
http://www.wikidata.org/entity/Q1856617,Preakness Stakes
http://www.wikidata.org/entity/Q7451247,sentiment
http://www.wikidata.org/entity/Q7449623,semiprofession
http://www.wikidata.org/entity/Q7829892,town of New Jersey
http://www.wikidata.org/entity/Q7900184,urban university
http://www.wikidata.org/entity/Q7578130,spiritual philosophy
http://www.wikidata.org/entity/Q66392,binary compound
http://www.wikidata.org/entity/Q160402,perception
http://www.wikidata.org/entity/Q174211,organic compound
http://www.wikidata.org/entity/Q650241,financial institution
http://www.wikidata.org/entity/Q847017,sports club
http://www.wikidata.org/entity/Q695850,air base
http://www.wikidata.org/entity/Q751708,village in the United States
http://www.wikidata.org/entity/Q875538,public university
http://www.wikidata.org/entity/Q918346,election in the United Kingdom
http://www.wikidata.org/entity/Q1097273,epic literature
http://www.wikidata.org/entity/Q1327500,electronic musical instrument
http://www.wikidata.org/entity/Q1057954,by-election
http://www.wikidata.org/entity/Q1849445,colleges and universities in the United States
http://www.wikidata.org/entity/Q3266850,commune
http://www.wikidata.org/entity/Q1438040,research library
http://www.wikidata.org/entity/Q4991371,soldier
http://www.wikidata.org/entity/Q9035798,township of Pennsylvania
http://www.wikidata.org/entity/Q9299236,eingetragener Verein
http://www.wikidata.org/entity/Q9212979,musical duo
http://www.wikidata.org/entity/Q8441013,dog collar
http://www.wikidata.org/entity/Q9388534,archival collection
http://www.wikidata.org/entity/Q474090,narrative poetry
http://www.wikidata.org/entity/Q9639292,peace award
http://www.wikidata.org/entity/Q730038,credit institution
http://www.wikidata.org/entity/Q1403389,residential property
http://www.wikidata.org/entity/Q1416431,financial intermediary
http://www.wikidata.org/entity/Q1358344,news program
http://www.wikidata.org/entity/Q2249676,environment
http://www.wikidata.org/entity/Q12885585,Native American tribe
http://www.wikidata.org/entity/Q15091377,cycling race
http://www.wikidata.org/entity/Q15127012,town in the United States
http://www.wikidata.org/entity/Q7981903,Welsh Government sponsored body
http://www.wikidata.org/entity/Q8960966,favela in Rio de Janeiro
http://www.wikidata.org/entity/Q627436,field of work
http://www.wikidata.org/entity/Q902378,equestrian sport
http://www.wikidata.org/entity/Q2054106,religious philosophy
http://www.wikidata.org/entity/Q1707610,war cemetery
http://www.wikidata.org/entity/Q21822439,further education college
http://www.wikidata.org/entity/Q9209474,auction house
http://www.wikidata.org/entity/Q1579384,Veneration
http://www.wikidata.org/entity/Q8031137,women's college in the United States
http://www.wikidata.org/entity/Q9078534,honor society
http://www.wikidata.org/entity/Q381160,expert
http://www.wikidata.org/entity/Q29918961,military training center
http://www.wikidata.org/entity/Q1394476,civil township
http://www.wikidata.org/entity/Q10314696,Kremling
http://www.wikidata.org/entity/Q9651979,female beauty pageant
http://www.wikidata.org/entity/Q2680291,residential college
http://www.wikidata.org/entity/Q5009242,cable channel
http://www.wikidata.org/entity/Q8031135,women's club
http://www.wikidata.org/entity/Q106520,hydride
http://www.wikidata.org/entity/Q39875001,measure
http://www.wikidata.org/entity/Q9323487,edible plant
http://www.wikidata.org/entity/Q7991776,Whatsonstage.com Awards
http://www.wikidata.org/entity/Q8452914,district town
http://www.wikidata.org/entity/Q209075,multiplayer game
http://www.wikidata.org/entity/Q43099500,performing arts production
http://www.wikidata.org/entity/Q482810,special city
http://www.wikidata.org/entity/Q583261,violence against LGBT people
http://www.wikidata.org/entity/Q10271631,Municipal election in Brazil
http://www.wikidata.org/entity/Q8030589,fictional wolf
http://www.wikidata.org/entity/Q8041036,wānanga
http://www.wikidata.org/entity/Q43445087,rowing association
http://www.wikidata.org/entity/Q8964906,Cinema Brazil Grand Prize
http://www.wikidata.org/entity/Q9570352,recyclable waste
http://www.wikidata.org/entity/Q42915594,Scottish burgh
http://www.wikidata.org/entity/Q10270157,new town
http://www.wikidata.org/entity/Q61022630,officer
http://www.wikidata.org/entity/Q3775649,subdivision of Portugal
http://www.wikidata.org/entity/Q57833690,animal racing
http://www.wikidata.org/entity/Q23764314,sports location
http://www.wikidata.org/entity/Q8024923,wine color
http://www.wikidata.org/entity/Q16939396,toll road
http://www.wikidata.org/entity/Q8038531,writing circle
http://www.wikidata.org/entity/Q8117675,signal corps
http://www.wikidata.org/entity/Q877127,administrative territorial entity of Myanmar
http://www.wikidata.org/entity/Q41156,administrative territorial entity of South Korea
http://www.wikidata.org/entity/Q12280,bridge
http://www.wikidata.org/entity/Q28111,township in the United States
http://www.wikidata.org/entity/Q9826,high school
http://www.wikidata.org/entity/Q10267336,neighborhood of Madrid
http://www.wikidata.org/entity/Q54115138,municipality of New Jersey
http://www.wikidata.org/entity/Q47064,military personnel
http://www.wikidata.org/entity/Q7643449,superhuman
http://www.wikidata.org/entity/Q8254378,cabecera municipal
http://www.wikidata.org/entity/Q9180322,piercing-cutting weapon
http://www.wikidata.org/entity/Q10298203,Horcrux
http://www.wikidata.org/entity/Q47495113,cultural project
http://www.wikidata.org/entity/Q23005184,special admission educational institution
http://www.wikidata.org/entity/Q15634554,state with limited recognition
http://www.wikidata.org/entity/Q17361443,administrative territorial entity of a state of the United States
http://www.wikidata.org/entity/Q1361181,role-playing (behavior)
http://www.wikidata.org/entity/Q19310814,verse poetry
http://www.wikidata.org/entity/Q45971958,performing arts genre
http://www.wikidata.org/entity/Q66467327,gameplay experience
http://www.wikidata.org/entity/Q5260792,depository institution
http://www.wikidata.org/entity/Q3308934,United States state court
http://www.wikidata.org/entity/Q9198406,Scout magazines
http://www.wikidata.org/entity/Q98141595,Q98141595
http://www.wikidata.org/entity/Q30061600,undead in a work of fiction
http://www.wikidata.org/entity/Q124734,rebellion
http://www.wikidata.org/entity/Q158970,tort
http://www.wikidata.org/entity/Q130788,chronology
http://www.wikidata.org/entity/Q751876,château
http://www.wikidata.org/entity/Q1063547,voice type
http://www.wikidata.org/entity/Q992253,confraternity
http://www.wikidata.org/entity/Q133500,learning
http://www.wikidata.org/entity/Q988108,club
http://www.wikidata.org/entity/Q1156831,umbrella organization
http://www.wikidata.org/entity/Q1395149,demonstration
http://www.wikidata.org/entity/Q1191303,student movement
http://www.wikidata.org/entity/Q1391145,professional society
http://www.wikidata.org/entity/Q1002697,periodical
http://www.wikidata.org/entity/Q67016056,wide show
http://www.wikidata.org/entity/Q1985273,collar
http://www.wikidata.org/entity/Q1441305,clinical sign
http://www.wikidata.org/entity/Q2311958,canton
http://www.wikidata.org/entity/Q3343298,non-departmental public body
http://www.wikidata.org/entity/Q3688092,corporation
http://www.wikidata.org/entity/Q4632675,dwelling place
http://www.wikidata.org/entity/Q4359236,cadre
http://www.wikidata.org/entity/Q104832689,party political foundation
http://www.wikidata.org/entity/Q225446,institute of consecrated life
http://www.wikidata.org/entity/Q353163,promotion
http://www.wikidata.org/entity/Q841236,imprisonment
http://www.wikidata.org/entity/Q1080794,state school
http://www.wikidata.org/entity/Q685935,trade magazine
http://www.wikidata.org/entity/Q11448906,science award
http://www.wikidata.org/entity/Q11796413,decoration
http://www.wikidata.org/entity/Q1865123,literature database
http://www.wikidata.org/entity/Q11396960,production company
http://www.wikidata.org/entity/Q1913135,puppet
http://www.wikidata.org/entity/Q4260475,medical facility
http://www.wikidata.org/entity/Q5093327,chess title
http://www.wikidata.org/entity/Q208165,collecting
http://www.wikidata.org/entity/Q15303838,municipality seat
http://www.wikidata.org/entity/Q6936366,municipal service
http://www.wikidata.org/entity/Q288514,fair
http://www.wikidata.org/entity/Q19610511,township
http://www.wikidata.org/entity/Q18534571,medical research center
http://www.wikidata.org/entity/Q18631225,Stiftung
http://www.wikidata.org/entity/Q476968,krater
http://www.wikidata.org/entity/Q1126006,public broadcaster
http://www.wikidata.org/entity/Q1371037,institute of technology
http://www.wikidata.org/entity/Q1451906,women's association
http://www.wikidata.org/entity/Q20857065,United States federal agency
http://www.wikidata.org/entity/Q3323516,electronic payment
http://www.wikidata.org/entity/Q6502154,exploration
http://www.wikidata.org/entity/Q23804016,game rules
http://www.wikidata.org/entity/Q15645212,administrative territorial entity of Ecuador
http://www.wikidata.org/entity/Q20162172,human language
http://www.wikidata.org/entity/Q837816,wordmark
http://www.wikidata.org/entity/Q12146012,underground structure
http://www.wikidata.org/entity/Q188213,state religion
http://www.wikidata.org/entity/Q2116411,popular magazine
http://www.wikidata.org/entity/Q11666901,nominal kinship
http://www.wikidata.org/entity/Q12038335,baby animal
http://www.wikidata.org/entity/Q7692354,technical school
http://www.wikidata.org/entity/Q18457896,student organization
http://www.wikidata.org/entity/Q11607016,Dauerdelikt
http://www.wikidata.org/entity/Q3063847,emotional and behavioral disorders
http://www.wikidata.org/entity/Q3327870,municipal corporation in the United States
http://www.wikidata.org/entity/Q3918374,scientific technique
http://www.wikidata.org/entity/Q4887449,benefit performance
http://www.wikidata.org/entity/Q683738,Administrative subdivision of Wales
http://www.wikidata.org/entity/Q1365122,administrative territorial entity of Chile
http://www.wikidata.org/entity/Q3907564,local police
http://www.wikidata.org/entity/Q33283501,family name from a specific origin
http://www.wikidata.org/entity/Q17063241,state-funded school
http://www.wikidata.org/entity/Q494721,city of Japan
http://www.wikidata.org/entity/Q18643213,military equipment
http://www.wikidata.org/entity/Q105388829,Latin Catholic diocese
http://www.wikidata.org/entity/Q3660535,women's college
http://www.wikidata.org/entity/Q3710552,cultural district
http://www.wikidata.org/entity/Q5170155,Core Based Statistical Area
http://www.wikidata.org/entity/Q68614425,motif
http://www.wikidata.org/entity/Q12132,calendar
http://www.wikidata.org/entity/Q14875,hand puppet
http://www.wikidata.org/entity/Q3947,house
http://www.wikidata.org/entity/Q41298,magazine
http://www.wikidata.org/entity/Q728,weapon
http://www.wikidata.org/entity/Q46169,national park
http://www.wikidata.org/entity/Q22698,park
http://www.wikidata.org/entity/Q1416617,financial system
http://www.wikidata.org/entity/Q1424047,offense against personal freedom
